95046	0
95047	0
95050	0
95052	0
95053	0
95054	0
95055	0
95056	0
95058	0
95059	0
95061	0
95064	0
95065	0
95067	0
95068	0
95069	0
95070	0
95071	0
95073	0
95074	0
95075	0
95077	0
95078	0
95079	0
95080	0
95081	0
95083	0
95084	0
95085	0
95086	0
95088	0
95091	0
95092	0
95093	0
95094	0
95096	0
95097	0
95101	0
95103	0
95104	0
95105	0
95106	0
95107	0
95110	0
95113	0
95115	0
95119	0
95120	0
95122	0
95123	0
95126	0
95128	0
95130	0
95132	0
95133	0
95135	0
95136	0
95139	0
95141	0
95142	0
95143	0
95144	0
95148	0
95150	0
95156	0
95157	0
95159	0
95160	0
95161	0
95162	0
95163	0
95165	0
95167	0
95170	0
95171	0
95173	0
95174	0
95176	0
95177	0
95178	0
95179	0
95180	0
95181	0
95184	0
95185	0
95186	0
95187	0
95188	0
95193	0
95196	0
95197	0
95198	0
95199	0
95200	0
95201	0
95202	0
95203	0
95204	0
95205	0
95207	0
95208	0
95210	0
95211	0
95212	0
95213	0
95214	0
95215	0
95216	0
95217	0
95219	0
95220	0
95221	0
95223	0
95224	0
95227	0
95228	0
95230	0
95231	0
95234	0
95236	0
95237	0
95238	0
95239	0
95240	0
95241	0
95242	0
95243	0
95245	0
95247	0
95248	0
95249	0
95251	0
95252	0
95253	0
95254	0
95256	0
95258	0
95261	0
95262	0
95264	0
95265	0
95266	0
95267	0
95268	0
95269	0
95271	0
95272	0
95273	0
95274	0
95275	0
95276	0
95277	0
95280	0
95281	0
95282	0
95288	0
95289	0
95291	0
95292	0
95293	0
95295	0
95296	0
95298	0
95301	0
95302	0
95303	0
95304	0
95305	0
95306	0
95307	0
95309	0
95310	0
95311	0
95312	0
95313	0
95314	0
95317	0
95318	0
95320	0
95321	0
95322	0
95326	0
95327	0
95328	0
95331	0
95332	0
95333	0
95334	0
95335	0
95338	0
95340	0
95342	0
95348	0
95350	0
95351	0
95352	0
95353	0
95354	0
95355	0
95356	0
95357	0
95358	0
95359	0
95360	0
95364	0
95365	0
95366	0
95368	0
95369	0
95370	0
95371	0
95372	0
95373	0
95375	0
95376	0
95377	0
95378	0
95379	0
95380	0
95381	0
95382	0
95383	0
95385	0
95386	0
95387	0
95388	0
95389	0
95391	0
95392	0
95394	0
95395	0
95397	0
95399	0
95400	0
95401	0
95402	0
95403	0
95404	0
95405	0
95406	0
95407	0
95408	0
95409	0
95410	0
95411	0
95412	0
95413	0
95414	0
95415	0
95417	0
95418	0
95421	0
95422	0
95423	0
95424	0
95425	0
95427	0
95430	0
95432	0
95433	0
95434	0
95435	0
95436	0
95437	0
95438	0
95439	0
95440	0
95441	0
95442	0
95444	0
95445	0
95446	0
95447	0
95448	0
95449	0
95450	0
95451	0
95452	0
95453	0
95457	0
95459	0
95460	0
95461	0
95466	0
95467	0
95468	0
95469	0
95470	0
95471	0
95472	0
95473	0
95474	0
95475	0
95476	0
95477	0
95478	0
95479	0
95481	0
95482	0
95483	0
95484	0
95485	0
95486	0
95487	0
95488	0
95489	0
95490	0
95491	0
95494	0
95495	0
95496	0
95497	0
95498	0
95502	0
95503	0
95504	0
95509	0
95510	0
95511	0
95512	0
95513	0
95514	0
95517	0
95518	0
95520	0
95521	0
95524	0
95525	0
95526	0
95528	0
95529	0
95531	0
95532	0
95533	0
95534	0
95535	0
95541	0
95543	0
95544	0
95546	0
95547	0
95548	0
95550	0
95551	0
95552	0
95553	0
95554	0
95555	0
95559	0
95560	0
95562	0
95563	0
95565	0
95566	0
95567	0
95569	0
95570	0
95571	0
95572	0
95573	0
95574	0
95575	0
95576	0
95577	0
95578	0
95579	0
95580	0
95581	0
95582	0
95583	0
95584	0
95585	0
95587	0
95588	0
95589	0
95590	0
95591	0
95593	0
95595	0
95596	0
95597	0
95598	0
95599	0
95601	0
95602	0
95603	0
95604	0
95605	0
95606	0
95607	0
95608	0
95609	0
95610	0
95611	0
95612	0
95613	0
95614	0
95616	0
95618	0
95619	0
95620	0
95621	0
95622	0
95623	0
95625	0
95626	0
95627	0
95629	0
95630	0
95632	0
95633	0
95634	0
95636	0
95637	0
95639	0
95640	0
95641	0
95642	0
95643	0
95644	0
95645	0
95646	0
95647	0
95648	0
95649	0
95651	0
95652	0
95655	0
95656	0
95657	0
95660	0
95661	0
95662	0
95663	0
95664	0
95666	0
95667	0
95668	0
95669	0
95670	0
95671	0
95672	0
95674	0
95675	0
95676	0
95677	0
95678	0
95680	0
95681	0
95682	0
95685	0
95686	0
95687	0
95688	0
95689	0
95690	0
95691	0
95692	0
95695	0
95696	0
95697	0
95699	0
95700	0
95701	0
95702	0
95703	0
95704	0
95706	0
95707	0
95708	0
95712	0
95713	0
95714	0
95715	0
95716	0
95720	0
95721	0
95722	0
95724	0
95727	0
95728	0
95729	0
95730	0
95732	0
95734	0
95735	0
95736	0
95737	0
95738	0
95739	0
95743	0
95744	0
95747	0
95748	0
95750	0
95751	0
95752	0
95753	0
95756	0
95758	0
95759	0
95760	0
95761	0
95762	0
95764	0
95766	0
95767	0
95768	0
95769	0
95770	0
95771	0
95772	0
95774	0
95775	0
95776	0
95777	0
95779	0
95780	0
95781	0
95782	0
95785	0
95786	0
95787	0
95788	0
95790	0
95791	0
95792	0
95795	0
95796	0
95797	0
95798	0
95799	0
95800	0
95801	0
95802	0
95803	0
