31336	2
1061127	5
1106406	4
13195	4
37879	3
1126012	3
1107140	6
1102850	2
31349	2
1106418	6
1123188	2
1128990	1
109323	3
217139	0
31353	2
32083	2
1126029	4
1118017	2
49482	2
753265	2
249858	6
1113739	4
48766	1
646195	3
1126050	4
59626	6
340299	2
354004	3
242637	2
1106492	5
74975	0
1152272	2
100701	0
66982	2
13960	4
13966	4
66990	2
182093	4
182094	1
13972	4
13982	6
16819	3
273152	1
237521	2
1153703	0
32872	4
284025	2
218666	0
16843	3
1153724	0
1153728	0
158098	3
8699	6
1134865	1
28456	6
248425	1
1112319	6
28471	4
175548	2
696345	2
28485	4
1139195	0
35778	3
28491	4
310530	0
1153784	1
1481	0
1153786	3
13212	2
1111614	0
5055	6
4329	3
330148	2
1105062	4
4330	3
5062	0
4335	3
158812	2
40124	6
1103610	6
688361	2
302545	3
20534	4
1031453	2
5086	3
193742	4
58268	5
424	5
40151	6
636098	6
260121	2
950052	2
434	4
1131270	3
1131274	3
1131277	3
1110947	0
662279	2
1139928	6
153063	3
134199	1
641956	2
20584	2
1130567	4
171225	2
714879	3
37998	5
50336	3
50337	3
15429	6
23448	2
1122574	2
1110998	2
853150	2
15431	6
646286	3
1152307	0
1115291	3
1106547	4
68463	5
59715	1
69198	2
7272	2
163235	2
7276	2
34315	2
644843	3
7297	2
628815	4
35061	1
68495	6
1136310	3
18313	4
34355	2
45212	2
1153091	5
8703	5
126920	3
126927	3
595157	1
140005	6
1117476	1
59798	2
219446	2
44514	2
287787	1
157401	2
1154500	0
682666	4
399173	0
198866	0
51834	6
200630	2
782486	2
1136393	2
137849	3
1153811	5
24966	6
11148	5
51866	6
24974	2
137868	3
28542	4
35	1
116021	6
348305	5
10430	0
39403	4
40	1
282700	2
1105116	3
35854	6
63477	0
124064	4
1120431	2
949318	2
649944	5
63486	6
1153866	5
1140040	2
1112426	2
239800	6
1131314	3
1153891	0
1129835	5
310653	3
1130600	4
1111733	2
210871	1
210872	1
1132083	2
132806	1
12631	2
12638	2
38771	2
232605	5
232606	5
1107312	4
1114605	2
68505	6
133553	2
144408	2
23502	2
1108050	2
23507	2
83826	2
133563	2
85299	2
49660	6
593060	1
341188	4
714975	3
1115375	2
95435	4
145176	2
1113934	0
1132809	5
22835	2
1153148	3
41714	1
1118245	4
1152436	0
1153166	0
